title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,title_zh,abstract_zh
Collaborative risk-resistant distributionally robust dispatch and benefit allocation scheme for interconnected distribution systems,https://www.sciencedirect.com/science/article/pii/S0306261926001108?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,相互连接的分销系统快速发送和惠益分配办法,
Innovation or contraction? Unpacking the effects of carbon taxes and subsidies on emissions in Brazil,https://www.sciencedirect.com/science/article/pii/S0301421526000297?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,创新还是收缩? 解除巴西碳税和补贴对排放的影响,
Impact of different carbon policies on integrated planning of hydrogen supply chain and power system,https://www.sciencedirect.com/science/article/pii/S0306261926001078?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,不同的碳政策对氢供应链和动力系统综合规划的影响,
Seizing the green hydrogen opportunity? Comparing strategies for industrial transformation in latecomer countries,https://www.sciencedirect.com/science/article/pii/S0301421526000455?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,抓住绿色氢的机会? 比较较晚国家工业转型战略,
Aggregator electricity price guarantees for households with flexibility potential utilizing thermal building inertia,https://www.sciencedirect.com/science/article/pii/S0306261926000826?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,"利用热建筑惰性,为具有灵活性的住户提供电价保障",
Beyond leaders and laggards: How incumbents navigate transformative policy missions,https://www.sciencedirect.com/science/article/pii/S0301421526000819?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,超越领导人和落后者:现任者如何领导变革政策任务,
Operational route planning for second-generation bioenergy production integrating multiple value chains in horizontal collaboration,https://www.sciencedirect.com/science/article/pii/S0306261926000656?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,"第二代生物能源生产业务路线规划第二代生物能源生产,将多个价值链纳入横向合作",
Myoferlin is a component of late-stage vRNP trafficking vesicles for enveloped RNA viruses,https://www.nature.com/articles/s41467-026-69386-0,Nature Communications,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,"The Rab11 endosomal recycling pathway is exploited by important respiratory RNA viruses such as IAV and RSV, aiding viral egress from the apical surface of polarized epithelial cells. Late in infection, Rab11-containing vesicles specifically transport viral ribonucleoprotein (vRNP) complexes towards the cell surface before packaging and budding. Rather than employing traditional Rab11-positive recycling endosomes, virus-infected cells generate remodelled Rab11-containing vesicles, as observed during IAV infection. Besides Rab11, no other conserved host co-factors have been identified among these various vRNP trafficking vesicles. Here we discover and confirm myoferlin’s association with IAV vRNPs in the cytoplasm and colocalisation with Rab11 during late stages of infection. We also find that this role is conserved in late-stage vRNP trafficking of other viruses, including RSV and SeV. Myoferlin likely recruits the EHD family of proteins, which are involved in endosomal biogenesis, to these unique vRNP trafficking endosomes, highlighting myoferlin’s pivotal role in viral replication.",nature_html,0,,Myoferlin是晚期VRNP贩运输卵管以包扎RNA病毒的一部分。,"Rab11 内分泌循环利用途径被重要呼吸式RNA病毒,如IAV和RSV等,利用,帮助从极化上皮细胞的表面向外扩散病毒。在感染晚期,含有Rab11的卵囊在包装和发芽前专门将病毒性核素蛋白素(vRNP)转移到细胞表面。病毒感染细胞没有使用传统的Rab11抗体阳性再循环内分泌物,而是产生在IAV感染期间观察到的含有Rb11的卵囊。除了Rab11外,在这些不同的VRNP贩运卵囊中,没有找到其他保存的宿主共同因素。在这里,我们发现并确认了宫颈类素与IAV vRNP在细胞感染晚期的关联和与Rab11的关联。我们还发现了 t。"
Radical footprinting in mammalian whole blood,https://www.nature.com/articles/s41467-026-68982-4,Nature Communications,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,"Hydroxyl Radical Protein Footprinting is a powerful tool to probe protein higher-order structure, protein-protein and protein-ligand interactions. It is mostly performed in vitro, but recent advances have extended its use to live cells, nematodes, and 3D cultures. However, to the best of our knowledge, application in living mammalian tissues has not been accomplished. Here, we present the successful use of radical protein footprinting (RPF) in mammalian whole blood from wild-type and type 2 diabetes mellitus (T2DM) mice. Using persulfate photoactivated with the FOX Photolysis System, we achieve effective protein labeling without significant disruption to blood cell morphology. An optimized quenching protocol eliminates background labeling. We report oxidative modifications for the eleven most abundant proteins detected, revealing disease-associated conformational changes in multiple proteins. We validate that in-blood RPF identifies changes in protein structure resulting from complement activation and increased transferrin iron saturation in T2DM mice. These findings demonstrate the feasibility of RPF in mammalian blood and create opportunities for structural proteomics in preclinical models and clinical samples.",nature_html,0,,哺乳动物全血的激进足足足足足足足迹,"足印是探究蛋白质更高顺序结构、蛋白质-蛋白质和蛋白质-骨和相互作用的有力工具,主要在体外进行,但最近的进展已将其使用扩大到活细胞、线虫和3D文化。然而,据我们所知,在活哺乳动物组织中的应用尚未完成。在这里,我们介绍了在野生和2型糖尿病(T2DM)小鼠的全部哺乳动物血液中成功使用基质蛋白足迹(RPF)的情况。我们利用FOX光解系统进行的透肺光活作用,我们实现了有效的蛋白标签,没有严重影响到血细胞形态。优化排泄协议消除了背景标签。我们报告对11米的氧化性修改。"
A novel mechanism for suppressing cycling degradation of lithium-ion batteries under medium-to-high C-rates,https://www.sciencedirect.com/science/article/pii/S030626192600125X?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,防止中高C速率下锂离电池循环降解的新机制,
Towards a sustainable workplace: a life cycle perspective on EV-charging-integrated HVAC systems,https://www.sciencedirect.com/science/article/pii/S0306261926001376?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,实现可持续的工作场所:从生命周期角度看待风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险、风险,
Risk-averse co-optimization of virtual power plants in multi-markets considering scheduling costs and uncertainties of controllable loads,https://www.sciencedirect.com/science/article/pii/S0306261926001480?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,"考虑到时间安排成本和可控制负荷的不确定性,在多市场对虚拟发电厂进行风险-逆风险共同优化",
Multiobjective mixed-integer Bayesian optimization for the implementation of hydrogen as maritime fuel through liquid organic hydrogen carriers (LOHCs),https://www.sciencedirect.com/science/article/pii/S0306261926001455?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,通过液体有机氢载体(LOHCs)实施氢作为海洋燃料的多目标混合喷热贝叶斯优化,
Tracking lithium plating-induced health degradation based on battery dynamics,https://www.sciencedirect.com/science/article/pii/S0306261926001431?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,跟踪基于电池动态的锂电镀引起的健康退化,
Improving the electro-thermal performance of battery module using a pulse liquid immersion cooling strategy,https://www.sciencedirect.com/science/article/pii/S0306261926001418?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,利用脉冲液体浸入冷却战略改进电池模块的电热性能,
"A comparative state-of-the-art review of wave energy converters: point absorbers, linear absorbers, and hybrid systems",https://www.sciencedirect.com/science/article/pii/S030626192600139X?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,对波浪能源转换器(点吸收器、线性吸收器和混合系统)的比较最新比较审查,
Harnessing urban 5G base station mega-clusters for grid flexibility: A coordinated optimization framework,https://www.sciencedirect.com/science/article/pii/S0306261926000565?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,利用城市5G基站特大型集群群促进电网灵活性:协调优化框架,
Independent aggregators securing end user Wasserstein distributionally robust flexibility through bilevel incentives,https://www.sciencedirect.com/science/article/pii/S0306261926001364?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,"通过双级奖励措施,确保终端用户瓦塞斯坦",
From furnaces to heat pumps: Assessing preference heterogeneity among Canadian homeowners,https://www.sciencedirect.com/science/article/pii/S030142152600087X?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,从熔炉到热泵:评估加拿大房主的偏好差异性,
"Advanced phase change material-thermal energy storage for low-carbon heat: materials, reliability, and AI-driven system integration for industry, buildings, and data centers",https://www.sciencedirect.com/science/article/pii/S0306261926001315?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,低碳热:材料、可靠性和工业、建筑和数据中心采用AI驱动的系统整合,
Leveraging the capabilities of physics-informed neural networks for channel optimization in PEM fuel cells,https://www.sciencedirect.com/science/article/pii/S0306261926001303?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,利用物理学知情神经网络的能力优化PEM燃料电池的频道优化,
Two-stage optimization scheduling strategy for virtual power plants considering the correlated uncertainty of distributed energy storage in extreme scenarios,https://www.sciencedirect.com/science/article/pii/S0306261926001297?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,"考虑到极端情况下分配式能源储存的不确定性,对虚拟发电厂实行两阶段优化安排战略",
A comprehensive review of Supercapacitor integration into wind turbines,https://www.sciencedirect.com/science/article/pii/S0306261926001285?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,全面审查将超级电容器纳入风力涡轮机的情况,
Towards fairness and low-carbon operation of energy hub: A multi-objective optimization framework with energy–carbon bidirectional coupling and heterogeneous uncertainties,https://www.sciencedirect.com/science/article/pii/S0306261926001273?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-07 00:00:00 UTC,2026-02-07 00:00:00+00:00,,,,0,,"争取实现能源中枢的公平和低碳运作:一个多目标优化框架,其中含有能源-碳双向双向结合和多种不确定因素",
Pressure‐Independent Acoustic‐Vortex Communication With Enhanced‐Capacity and Cryptographic Information by Free‐Flooded Metasurfaces,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202521718?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-07 08:39:35 UTC,2026-02-07 08:39:35+00:00,10.1002/adma.202521718,"ABSTRACT
                  Structured vortex beams have driven significant advances in multiplexing communication technologies and have been demonstrated experimentally in optics, electromagnetics, and airborne acoustics. However, the strong vibroacoustic coupling and high hydrostatic pressure hamper the experimental enhancement of acoustic information capacity in underwater communication via passively modulating coaxial beams. Here, we report the experimental realization of simultaneous information capacity enhancement and hybrid physical‐computational camouflage in underwater free‐space pressure‐independent acoustic‐vortex communication. Two inverse‐designed free‐flooded metasurfaces, with hydrostatically resilient stability and customized wave scattering characteristics, synthesize and demodulate experimentally coaxial vortex beams of different topological charges, enabling physically encrypted, port‐to‐port information transfer. A computational‐mask encryption scheme further digitally conceals a plaintext image within two ciphertext bitstreams. Transmission of these ciphertexts through the synthesized hetero‐order vortex beams experimentally confirms physical‐computational anti‐eavesdropping capabilities of the system. Our research charts an unprecedented path toward high‐capacity, highly secure underwater acoustic communication technologies in the deep ocean.",crossref,0,,由自由流传的元表层与增强的能力和加密信息进行独立声波Vortex通信,"ABSTRACT结构涡旋束束已推动多轴通信技术的显著进步,并在光学、电磁和气载声学实验中进行了实验性示范,然而,强大的振动双声联结和高静水压力妨碍了通过被动调节共轴束,实验性地提高水下通信的声学信息能力。这里,我们报告了在水下自由空间压力中同时增强信息能力和混合体物理电解迷彩的实验性成就。两种反向设计的自由融化的元表层,具有具有水文弹性的稳定性和定制的波散射特性、合成和合成。"
"Recent Progress in BiFeO3‐Based Sensor Technologies: Fundamentals, Performance Metrics, and Diverse Applications",https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202520682?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-07 08:41:28 UTC,2026-02-07 08:41:28+00:00,10.1002/adma.202520682,"ABSTRACT
                  
                    Bismuth ferrite (BiFeO
                    3
                    , BFO) is a prototypical multiferroic perovskite that simultaneously exhibits ferroelectricity, antiferromagnetism, piezoelectricity, and strong visible‐light absorption due to its relatively narrow band gap. The interplay among lattice distortions, defect chemistry, and orbital hybridization not only underpins these multifunctional responses but also renders them highly tunable through defect‐dipole modulation, band‐gap engineering, and interface or surface control. Owing to the unique coupling between ferroic and electronic functionalities, BFO has emerged as a versatile platform for next‐generation sensing technologies, including optoelectronic, pressure, gas, humidity, and biosensors. This review systematically examines the structure–property relationships in BFO, recent advances in synthesis and modification strategies, and their implications for sensor performance across diverse domains. Special emphasis is placed on the microscopic mechanisms governing its sensing behavior, including band‐structure modulation, defect‐mediated charge transport, and surface adsorption‐driven chemistry, as well as on strategies to leverage these mechanisms for sensing performance optimization. Finally, we outline the opportunities and challenges in harnessing BFO's multifunctionality for practical sensing applications in environmental, healthcare, industrial, and energy‐related fields.",crossref,0,,BiFEO3基于BiFO3的传感器技术:基础、性能计量和多种应用的最新进展,"ABSTACT Bismuth ferterite(BIFO 3 3, BFO)是一个原型多发性多发化的百草枯酯,它同时呈现出铁电、抗发磁、电极和强可见光吸收,因为其波段差距相对较小。 光谱扭曲、缺陷化学和轨道混合化之间的相互作用不仅支撑了这些多功能反应,而且还通过变形调制、波段工程、界面或表面控制,使它们高度金枪鱼易被捕获。 由于铁和电子功能之间独特的结合,BFO已成为下一代遥感技术的多功能平台,包括光电、压力、气体、湿度和b。"
