title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,title_zh,abstract_zh
A risk-averse multi-timescale stochastic integration framework for a community multi-energy system under correlated uncertainties,https://www.sciencedirect.com/science/article/pii/S0306261926000164?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,相关不确定因素下社区多能源系统风险反多风险多时间规模的多时间随机集成框架,
Enhancing power grid resilience through weather-aware security constraints: A deep reinforcement learning approach with hybrid CNN-GRU architecture,https://www.sciencedirect.com/science/article/pii/S0306261926000152?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,通过有天气意识的安保制约因素加强电网复原力:与有线新闻新闻网-GRU混合结构进行深入强化学习,
Membrane-free CO2 hydrogenation electrolyzer for salt precipitation management in acidic electrochemical CO2 reduction,https://www.nature.com/articles/s41467-026-68600-3,Nature Communications,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,"Electrochemical CO2 reduction (ECR) in acidic electrolytes minimizes CO2 loss and carbonate formation issues, allowing for high CO2 utilization efficiency and showing good potential for practical CO2 upgrading applications. However, in the membrane-based electrolyzer, the proton transfer efficiency across the membrane from the anolyte to the catholyte is crucial for the stability of the catholyte pH in acidic ECR, especially at high current density and during long-term electrolysis. Here, we investigate the effects of proton transfer efficiency and salt precipitation in different acidic ECR electrolyzer and propose a membrane-free CO2 hydrogenation electrolyzer, which couple CO2 reduction and hydrogen oxidation. This electrolyzer design effectively maintains a stable electrolyte pH during long-term electrolysis, and simultaneously achieves high Faradaic efficiency for HCOOH production, high single-pass carbon utilization efficiency, and a lower cell voltage. At a current density of 100 mA cm−2, the system requires only 1.7 V to achieve a 90% HCOOH Faradaic efficiency and demonstrates stable operation for 208 hours.",nature_html,0,,"在减少酸电化学CO2减少过程中,用于盐降水管理的无膜无含二氧化碳CO2氢化电解器","酸电解液中的电化学CO2减少(ECR)最大限度地减少CO2损失和碳酸形成问题,使CO2利用效率高,并显示出良好的实际CO2升级应用潜力,然而,在以膜为基础的电解器中,质子通过膜电解器将效率从阴极向阴极转移,对于酸性ECR中的阴极pH的稳定性至关重要,特别是在高当前密度和长期电解过程中。在这里,我们调查不同酸性ECR电解器中的质子转移效率和盐降水的影响,并提出无膜CO2氢化电解器,将CO2的减少与氢氧化结合起来。这种电解设计在酸性ECR中有效地保持了稳定的电解pH值。"
Heterogeneous attention-driven deep reinforcement learning for solving EVRPs with pickup-delivery and time windows,https://www.sciencedirect.com/science/article/pii/S0306261926000073?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,"以不同不同的注意力驱动的深入强化学习,用便携交付和时间窗口解决EVRP",
Lightweight and efficient tubular SOFC design for UAV applications: multi-physics modeling and performance optimization,https://www.sciencedirect.com/science/article/pii/S030626192600005X?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,无人驾驶飞行器应用的轻量和高效管管SOFC设计:多物理学建模和性能优化,
How energy management strategy shapes optimal microgrid design: A comparative analysis for EV charging stations,https://www.sciencedirect.com/science/article/pii/S0306261926000048?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,能源管理战略如何形成最佳微电网设计:对EV充电站的比较分析,
Ethanol vs. gasoline: conventional policies and the slow uptake,https://www.sciencedirect.com/science/article/pii/S0301421525005166?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,乙醇对汽油:常规政策和缓慢吸收,
Publisher Correction: Terahertz field effect in a two-dimensional semiconductor,https://www.nature.com/articles/s41467-026-68521-1,Nature Communications,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,出版商校正: Terahertz 场对二维半导体的影响,
Mapping price dynamics across electricity market designs: A functional data approach with STL decomposition,https://www.sciencedirect.com/science/article/pii/S0306261926000425?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,"绘制整个电力市场设计的价格动态图:功能数据方法,使STL分解",
Integrating green hydrogen production and electrical energy storage in energy communities under uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926000413?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,将绿色氢生产和电力能源储存纳入不确定的能源界,
Af-CUT&Tag: a sensitive and antibody-free chromatin profiling method using genetically encoded tags and high-affinity binders fused to Tn5,https://www.nature.com/articles/s41467-026-68454-9,Nature Communications,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,"Conventional chromatin profiling techniques are often limited by antibody availability and performance. Here, we introduce Af-CUT&Tag, a target antibody-free method that overcomes these limitations by using CRISPR-integrated peptide tags (HiBiT/ALFA-tag) recognized by engineered binders (LgBiT/NbALFA) fused to a Tn5 transposase. Af-CUT&Tag eliminates dependence on traditional target antibodies, achieving robust specificity and sensitivity with as few as 500 cells. It provides high-quality chromatin profiles, with improved signal-to-noise ratios and library quality compared with conventional antibody-based counterparts, while also enabling single-cell resolution (scAf-CUT&Tag). Applying Af-CUT&Tag to Hippo effectors (YAP1/TAZ) during liver regeneration reveals dynamic chromatin remodeling, including YAP1/TAZ-mediated control of lipid metabolism (e.g., Lpin1, Fasn) and heme clearance (Hpx, Trf). We further identify miR-122 as a critical regulator of these processes, impacting liver regeneration. The versatility of Af-CUT&Tag in cell lines, bulk tissues, and single nuclei establishes it as a powerful tool for studying gene regulation in development, disease, and regeneration.",nature_html,0,,Af-CUT&Tag:使用转基因编码标签和与第5n5号引信的高亲近粘合剂的敏感和抗体无染色体特征分析方法,"常规染色体貌相技术往往受到抗体的可用性和性能的限制。 在这里,我们引入了Af-CUT & Tag, 这是一种目标抗体无污染方法,通过使用由工程成像器(LgBit/NbALFAFA)结合成Tn5转容器的CRIPR-集成peptide标签(HiBit/ALFA-tag),克服了这些限制。Af-CUT & Tag 消除了对传统目标抗体的依赖,实现了强健的特性和敏感性,只有500个细胞。它提供了高质量的染色体特征,与传统的抗体对应方相比,信号对噪音的比例和图书馆质量都有所提高,同时还使单细胞分辨率(scAf-CUT & Tag)得以在肝再生期间对Hippo效应器应用Af-CUT&Tag(YAP1/TAZ)显示了动态染色体的模型,"
High-accuracy dynamic model of high-temperature sodium-sulfur stationary battery,https://www.sciencedirect.com/science/article/pii/S0306261926000668?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,高温钠硫固定电池的高精度动态模型,
"Hybrid Reinforcement Learning for occupant-centric building control: A review and deployment framework for co-optimizing energy, comfort, and indoor air quality",https://www.sciencedirect.com/science/article/pii/S0306261926000449?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,为控制住住住以居居中心建筑物而进行强化学习:关于节能、舒适和室内空气质量最佳利用的审查和部署框架,
Sequential operation of residential energy hubs using physics-based economic nonlinear MPC,https://www.sciencedirect.com/science/article/pii/S0306261926000541?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,利用基于物理学的经济非线性非经济电离电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动电动,
Molecular determinants of Smc5/6 association with DNA junctions,https://www.nature.com/articles/s41467-025-67999-5,Nature Communications,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,"Smc5/6 is an essential genome maintenance complex that interacts with double-stranded (ds) DNA, single-stranded (ss) DNA, and ss-dsDNA junctions. DNA association underlies Smc5/6’s functions in managing intermediates generated during genome replication and repair. However, the mechanisms of this activity are not fully understood. Here, we report a single-molecule study examining Smc5/6 association with a dsDNA substrate containing a ssDNA gap with defined 3’ and 5’ junctions. We found that Smc5/6 associates with both 3’ and 5’ junctions but prefers the 3’ junction in the presence of the ssDNA-binding complex RPA. Further, Smc5/6’s junction association frequency and dwell time are regulated by two non-SMC subcomplexes and DNA binding residues of Smc6. Moreover, Smc5/6 prefers binding to junction sites free of the sliding clamp PCNA over those occupied with it. These results suggest that Smc5/6 utilizes its multiple structural modules to associate with junction sites in coordination with other genome maintenance factors.",nature_html,0,,Smc5/6的分子决定因素与DNA连接点有关,"Smc5/6是一个基本的基因组维护综合体,它与双层(d)DNA、单层(s)DNA和 ss-dsDNA交叉点相互作用。DNA协会是Smc5/6在管理基因组复制和修复过程中生成的中间体方面功能的基础。然而,这一活动的机制还没有得到完全理解。在这里,我们报告了一项单分子研究,检查Smc5/6与含有三、五个交界点的SsDNA基底板的连接点。我们发现,Smc5/6与三、五个交界点都有关联点,但选择了三关点在有sDNA结合的复合RPA面前。此外,Smc5/6的连接点频率和时间由两个非SMC子组合体和DNA结合的Smc6.此外,Smc5/6更倾向于对双交点具有约束力。"
Sustainable production of alternative aviation fuel via thermolytic conversion of plastic waste: techno-economic analysis and life cycle assessment,https://www.sciencedirect.com/science/article/pii/S0306261926000516?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,通过塑料废物的热解转化可持续生产替代航空燃料:技术经济分析和生命周期评估,
Natural hydrogen techno-economics and valuation,https://www.sciencedirect.com/science/article/pii/S0306261926000589?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,自然氢技术经济学和估价,
Adaptive forecasting of photovoltaic power based on dual-type models’ ensemble and online error correction,https://www.sciencedirect.com/science/article/pii/S0306261926000498?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,根据双型模型合用和网上错误更正对光伏发电的适应性预测,
Internal temperature sensing for lithium-ion battery under ultrahigh-rate discharge conditions using physics-informed neural network,https://www.sciencedirect.com/science/article/pii/S0306261926000462?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,在超高排放条件下使用物理知情神经网络对锂离电池进行内部温度感测,
Optimization design of hydrogen energy supported microgrid network capacity based on hydrogen energy equipment behavior pattern inversion under uncertain conditions,https://www.sciencedirect.com/science/article/pii/S0306261926000450?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,"优化氢能设计,支持以氢能设备行为模式在不确定条件下倒置为基础的微电网网络能力",
Weight-independent effects of dietary carbohydrate-to-fat ratio on metabolomic profiles: secondary outcomes of a 5-month randomized controlled feeding trial,https://www.nature.com/articles/s41467-026-68353-z,Nature Communications,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,"Diet plays a crucial role in health, with low-carbohydrate diets often proposed to exert metabolic benefits. We aim to investigate metabolomic adaptations in 164 adults with overweight or obesity who were randomly assigned to high- (n = 54), moderate- (n = 53), or low-carbohydrate (n = 57) diets during a 20-week weight-loss maintenance phase of the Framingham State Food Study [(FS)2], a controlled, parallel feeding trial (ClinicalTrials.gov: NCT02068885). We measure fasting plasma metabolites by liquid chromatography-tandem mass spectrometry using samples from 147 participants who completed the study (n = 45, 48, and 54 in the high-, moderate-, and low-carbohydrate diet groups, respectively). Significant associations (False Discovery Rate",nature_html,0,,饮食碳水合水合物对脂肪比率对代谢剖面图的重量依赖影响:5个月随机控制喂食试验的次级结果,"在Framingham州食品研究[FS]2]为期20周的体重损失维持阶段(n = 57),一个受控的平行喂养试验(Clinicaljudges.gov:NCT0268885),我们利用完成研究的147名参与者的样本(分别为45、48和54个高、中度和低度碳水化合物饮食组),对164名超重或肥胖成人随机分配给高(n=54)、中度(n=53)或低碳水化合物(n=57)饮食的代谢物质进行代谢适应调查。"
The U.S. shale energy sector navigating domestic policies in a fragmenting global economy,https://www.sciencedirect.com/science/article/pii/S0301421526000108?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-01-17 00:00:00 UTC,2026-01-17 00:00:00+00:00,,,,0,,美国页岩能源部门在全球经济支离破碎支离破碎的情况下推行国内政策,
Elastic Ferroelectric by Radiation Crosslinking,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72165?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-17 04:55:18 UTC,2026-01-17 04:55:18+00:00,10.1002/adma.72165,"ABSTRACT
                  With the rapid advancement of wearable electronics, elastic ferroelectrics, which have been prepared by thermal and photochemical crosslinking, possess tremendous potential applications in wearable devices. However, challenges arose from these crosslinking reactions, such as high crosslinking temperature, long processing time, initiator residues, limited penetration depths. In contrast, radiation crosslinking, triggered by high‐energy particles at room temperature, yields materials with enhanced properties by offering advantages like the absence of active end‐groups and initiators, fast crosslinking speed, deep penetration, and environmental friendliness. In this study, the elastification of ferroelectric polymers, with normal ferroelectric poly(vinylidene fluoride‐co‐trifluoroethylene) (P(VDF‐TrFE)) as the matrix and a crosslinking sensitizer with unsaturated double bonds, was realized via electron beam radiation crosslinking. By adjusting the absorbed doses and the feed ratios of P(VDF‐TrFE) and the crosslinking sensitizer, the crystallinity of the elastic ferroelectrics was controlled, effectively balancing ferroelectricity and resilience. The resulting elastic ferroelectrics maintain stable ferroelectric response under tensile strains up to 55%, exhibiting excellent elasticity and ferroelectric properties. This study presents a simple but efficient approach for preparing intrinsically elastic ferroelectric without high‐temperature reaction, and eliminating the need for heating and cooling steps, providing a potential universal platform for constructing various elastic ferroelectrics.",crossref,0,,辐射交叉链接产生的电磁电,"随着可磨损电子技术的快速发展,由热和光化学交叉连接制成的弹性铁电在可磨损装置中具有巨大的潜在应用潜力,然而,由于这些交叉反应,例如高交叉温度、长处理时间、发源残留物、穿透深度有限等,挑战来自这些交叉反应,相比之下,高能粒子在室温下引发的辐射交叉联系,由于缺少活跃端组和启动器、快速交叉速度、深度渗透和无害环境等优势而提高了产能材料的特性,如缺乏活跃端组和启动器、快速交叉速度、深度渗透和无害环境。"
Molecular Engineering of Electron Transport Layers via Steric Hindrance and Chelation Toward Stable Inverted Perovskite Solar Cells,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202521878?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-17 04:56:04 UTC,2026-01-17 04:56:04+00:00,10.1002/adma.202521878,"ABSTRACT
                  
                    Fullerene derivatives, such as C
                    60
                    and PCBM, are widely used as electron transport layers (ETLs) in inverted perovskite solar cells (PSCs) due to their high electron mobility and well‐aligned energy levels. However, their poor photo‐thermal stability and weak interactions with perovskite limit further progress. To address these challenges, we develop a novel fullerene derivative, 2Py, as the ETL for inverted PSCs via a synergistic strategy combining steric hindrance modulation and chelation group incorporation. This molecule delivers three key benefits: moderate steric hindrance inhibits ETL aggregation during thermal aging; chelation groups enhance interfacial interactions with the perovskite layer; and improved hydrophilicity promotes uniform SnO
                    x
                    film growth via atomic layer deposition (ALD). 2Py ETL enables an efficiency of 26.07% for inverted PSCs based on a 1.55‐eV bandgap. Wide‐bandgap (1.80 eV) and narrow‐bandgap (1.25 eV) PSCs achieve efficiencies of 19.94% and 24.06%, respectively. Notably, these devices demonstrate exceptional photo‐thermal stability, achieving T
                    99
                    &gt;1080 h under 85°C heating and T
                    99
                    &gt;1250 h under maximum power point tracking at 45°C, outperforming PCBM‐based devices. This molecular design strategy paves new pathways for enhancing ETL performance and stability in inverted PSCs.",crossref,0,,通过静脉震动和切入稳定倒置的Perovskite太阳能电池板进行电子运输层分子工程,"ABSTACT Fullene衍生物,如C60和PCBM等,由于其高电子流动性和高均匀的能量水平,被广泛用作颠倒的百草枯太阳能电池的电子运输层(ETLs),然而,其光热热稳定性和与百草枯的微弱相互作用限制了进一步的进展。为了应对这些挑战,我们开发了一种新型的更全面衍生物,2Py,作为倒转的聚苯乙烯的ETL,通过结合消毒障碍调节和电热层组合的协同战略,作为反向聚变聚的聚体的ETL。这种分子可产生三个主要好处:中度的阻塞在热老化期间阻塞ETL的集合; 热层组会增强与活氏层的相互作用; a"
A Solid State Zwitterionic Plastic Crystal With High Static Dielectric Constant,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202517774?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-17 04:56:42 UTC,2026-01-17 04:56:42+00:00,10.1002/adma.202517774,"ABSTRACT
                  
                    Solid materials with a high dielectric constant have a wide range of applications in the energy storage field. In this research, an imidazolium‐based zwitterion is designed, synthesized, and confirmed to have a plastic crystal phase based on the following experimental and computational evidence: (i) the presence of long‐range order with weak intermolecular forces and competing attractive‐repulsive interactions along different crystallographic directions; (ii) the observation of more than one endotherm on heating including a solid‐solid phase transition at T
                    s‐s
                    = −26 °C and melting of the plastic crystal at T
                    m
                    = 72°C; (iii) a low entropy of fusion at melting (2.1 JK
                    −1
                    mol
                    −1
                    ); (iv) a strongly anisotropic morphology; (v) relatively fast dynamics originating from short‐range degrees of freedom. Furthermore, it exhibits a very high dielectric constant in the plastic crystal solid state (147 at −10°C and 103 at 70°C) due to the rotational degrees of freedom of plastic crystals that arise from weak net intermolecular interactions of zwitterions due to only having two carbons between the anion and cation. This material conveniently remains in the plastic crystal phase within 50 K of ambient temperature. This discovery opens new opportunities in the search for solid‐state high dielectric constant materials.",crossref,0,,具有高静电电常量的固态Zwitiditionic塑料水晶体,"在研究中,根据以下实验和计算证据设计、合成并证实一个基于基兹威化的硅基晶相,具有基于以下实验和计算证据的塑料晶相:(一) 存在长链相,分子力量较弱,在不同晶体方向上存在着相互竞争的有吸引力的反向反应;(二) 在加热上观测不止一个外向,包括在Ts__s = 26°C = 26°C的固态相过渡和在Tm = 72°C的塑料晶融化;(三) 熔化时的低聚变聚(2.1)。"
A Gradient Nanodomain High‐Entropy Polymer Electrolyte Tape for Pressure‐Free Solid‐State Lithium Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202520657?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-17 04:57:38 UTC,2026-01-17 04:57:38+00:00,10.1002/adma.202520657,"ABSTRACT
                  
                    High‐entropy polymer electrolytes (HEPE) have attracted significant attention owing to their exceptional design flexibility in properties and thin‐film processability. However, building high‐performance HEPE with well controlled nanodomains of multi‐components remains a critical challenge due to serious microphase separation. Here, we report a tri‐phase high‐entropy polymer electrolyte (HEPE) tape featuring ultrafine soft‐rigid gradient nanodomains approaching the single‐chain length scale, to achieve notable simultaneous enhancements in mechanical, electrochemical, and interfacial properties. The HEPE is realized through Li
                    +
                    ‐bond‐regulated nanophase separation of polyethylene oxide (PEO), poly (methyl methacrylate) (PMMA), and polyvinylidene fluoride‐co‐hexafluoropropylene (PVFH), leading to high‐entropy microstructures at the levels of chain conformation and phase domains. Consequently, the HEPE exhibits a high room‐temperature ionic conductivity of 0.24 mS∙cm
                    −1
                    , exceptional mechanical properties (strength of 22.1 ± 2.3 MPa, toughness of 87.7 MJ∙m
                    −3
                    , elastic recovery of 66.7%), and interfacial adhesion toughness of 325 ± 15 N∙m
                    −2
                    . Benefitting from these properties, the HEPE can generate physico‐electrochemical synergistic effects on stabilizing the lithium metal anode with a long cycling life of 750 h at 0.1 mA∙cm
                    −2
                    . The resultant solid‐state Li|HEPE|NCM811 cell delivers a high capacity of 205.5 mAh∙g
                    −1
                    even without stack pressure. This study indicates a promising high‐entropy tri‐component mixing strategy for the design and fabrication of HEPEs.",crossref,0,,用于无压力无固态固态锂电池的梯度纳米多曼高聚苯乙烯电解磁带,"ABSTRACT高活性聚合物电解液(HEPE)因其特性和薄膜可处理性在设计上的特殊灵活性而引起极大关注,然而,由于严重的微相分离,在高性能高性能的HEPE中,多子成分的纳米域仍面临严峻的挑战。 我们在此报告,三相高性能高聚物电解液(HEPE)磁带,其内装有超松软性硬性梯度纳米体,接近单链长度,从而在机械、电化学和内部特性方面同时取得显著的增强。通过Li+bond受监管的多环环氧化物(PEO)和聚(Methy)的纳米相分离,实现HEPE。"
