title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,title_zh,abstract_zh
"City-scale rooftop retrofit prioritization: linking thermal performance, energy impacts, urban morphology, and population exposure",https://www.sciencedirect.com/science/article/pii/S0306261925020343?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,城市规模屋顶改造优先事项:将热性能、能源影响、城市形态学和人口接触联系起来,
Variable valve actuation (VVA) for next-generation marine and off-road engines: a comprehensive review for meeting future emissions legislation,https://www.sciencedirect.com/science/article/pii/S030626192501863X?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,下一代海洋引擎和越野发动机的变量阀阀阀起动(VVVA):全面审查未来排放立法的遵守情况,
"Design, techno-economic analysis, and comparative assessment of high-temperature molten salt electric thermal energy storage systems for industrial heat decarbonization in Alberta, Canada",https://www.sciencedirect.com/science/article/pii/S0306261925020318?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,加拿大艾伯塔省高温盐溶盐电热能储存系统的设计、技术经济分析和比较评估,
Two-layer coordinated operation of multi-energy system considering carbon-oriented collaborative pricing mechanism via two-stage stochastic programming approach,https://www.sciencedirect.com/science/article/pii/S0306261925020288?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,"多边能源系统的两级协调操作,通过两阶段的随机方案编制办法,考虑以碳为导向的合作定价机制",
Why cancer can come back years later — and how to stop it,https://www.nature.com/articles/d41586-025-04149-3,Nature,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,为什么癌症会在几年后复发——以及如何阻止癌症,
Deep reinforcement learning-based multi-objective energy management system for microgrids under flexible energy market,https://www.sciencedirect.com/science/article/pii/S0306261925019531?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,在灵活能源市场下为微型电网建立以学习为基础的深入强化学习多目标能源管理系统,
Enhancing representative photovoltaic scenario extraction for multiple power stations with a shared-weight and adaptively fused graph clustering method,https://www.sciencedirect.com/science/article/pii/S0306261925020215?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,"加强具有代表性的光电光电场景情景提取,用于多个发电站,采用共享重量和适应性结合的图形组合组合法",
AI-empowered prediction of office building energy use from single-view conceptual images for early-stage design,https://www.sciencedirect.com/science/article/pii/S0306261925020197?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,从用于早期设计的单一视角概念图像对办公楼能源使用情况的AI-动力预测,
Jellyfish sleep like humans — even though they don’t have brains,https://www.nature.com/articles/d41586-026-00044-7,Nature,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,"Jellyfish人睡得像人一样,",
Defossilize our chemical world,https://www.nature.com/articles/d41586-026-00005-0,Nature,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,使我们的化学世界消毒,
"Adaptive home energy management based on PI-DRA-PPO for integrated electricity, hydrogen, and heat storage systems",https://www.sciencedirect.com/science/article/pii/S0306261925019877?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,"以PI-DRA-PPO为基础的适应性家庭能源管理,用于综合电、氢和热储存系统",
Integrating methane partial oxidation and thermoelectric generation in a Swiss-roll reactor: Hydrogen and electricity dual production and life cycle assessment,https://www.sciencedirect.com/science/article/pii/S0306261925020069?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,将甲烷部分氧化和热电生成纳入瑞士滚动反应堆:氢和电力双重生产和生命周期评估,
Allocation equality of battery replacement subsidy for electric buses: Evidence from provinces and cities in China,https://www.sciencedirect.com/science/article/pii/S0301421525005129?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,电动公共汽车电池更换补贴分配平等:中国各省市的证据,
Efficient power system corrective control with adaptive operation condition handling: A GATN-RL based method,https://www.sciencedirect.com/science/article/pii/S0306261925020045?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,使用适应性操作条件处理的高效电源系统矫正控制:基于GATN-RL的方法,
Impact of GC content on de novo gene birth,https://www.nature.com/articles/s41467-025-68022-7,Nature Communications,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"Noncoding regions in eukaryotes are extensively expressed and represent a significant source of novel microproteins, some of which become fixed as de novo genes. However, the structural properties of these unevolved products and the features driving their fixation remain poorly understood. Particularly, the influence of nucleotide composition (GC content) on their structural properties and evolutionary trajectories is still unclear. Here, we predict the foldability and sequence properties of millions of microproteins potentially encoded in the noncoding open reading frames (ORFs) of 3,379 eukaryotic genomes with GC contents ranging from 18% to 79%. Depending on GC content, these microproteins exhibit distinct structural properties, suggesting different cellular impacts if non-genic regions are pervasively expressed. Using phylostratigraphy, de novo gene search, and ancestral sequence reconstruction, we trace the evolution of several hundred de novo proteins across 22 organisms with varying GC contents. We show that de novo genes preferentially emerge from GC-rich ORFs with folding potential, revealing that the interplay between GC content and foldability - rooted in the structure of the genetic code - shapes the emergence of novel genes.",nature_html,0,,GC内容对重新基因出生的影响,"eukaryotes的非编码区域表现广泛,是新微蛋白的重要来源,其中一些被固定为新基因,但是,这些未演化的产品的结构特性和促使其固定的特征仍然不甚清楚。特别是,核分裂物成分(GC内容)对其结构特性和进化轨迹的影响仍然不清楚。在这里,我们预测了在3,379个含GC成分为18%至79%的无编码开放阅读框架(ORFs)中可能编码的数以百万计微蛋白的折叠性和序列特性,这些微蛋白可能具有3,379个含GC成分为18%至79%的无编码电子蛋白基因组。根据GC内容,这些微蛋白具有不同的结构特性,表明非源区域具有不同的细胞影响。"
What solar fuel technologies can learn from each other,https://www.nature.com/articles/s44359-025-00130-5,Nature Reviews Clean Technology,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"Solar fuel technologies use sunlight to synthesize value-added molecules that can be used as renewable fuels or chemical feedstock. They share the common principle of converting and storing solar and other renewable energy in chemical bonds, but differ in the harvesting mechanisms, catalytic processes and systems used. These distinctions lead to different advantages, challenges, maturity and deployability prospects. In this Perspective, we provide a cross-disciplinary view of five major solar fuel platforms — photocatalysis, photovoltaic-driven electrolysis (PV + EC), photoelectrochemical, photothermal and plasmonic catalysis — to identify transferable insights and design principles. The wide span of solar-to-hydrogen efficiency (typically 0.1–15%) and levelized cost of hydrogen (US$2–30 kg−1 H2) depending on the system reflect both mechanistic limitations and system-level constraints that keep performance below theoretical limits. Common bottlenecks emerge, including spectral mismatch, charge-management and heat-management losses, stability in harsh operating environments and dependence on critical materials. At the same time, shared design principles — such as defect and facet engineering, multi-absorber architectures, plasmonic and photothermal enhancement, interface stabilization and catalyst–reactor co-design — offer transferable strategies capable of improving performance across platforms. Together, these insights provide a transversal unifying vision on how advances in one solar fuel technology can accelerate progress in others and inform pathways towards scalable, efficient and economically viable solar fuel production.",nature_html,0,,太阳能燃料技术能够相互学习什么,"太阳能燃料技术利用阳光合成可用作可再生燃料或化学原料的增值分子,它们共同使用化学债券转换和储存太阳能和其他可再生能源的共同原则,但在回收机制、催化工艺和使用的系统方面有所不同。这些区别导致不同的优势、挑战、成熟度和可部署前景。从这个角度,我们对五大主要太阳能燃料平台——光解、光电驱动电解电解(PV+EC)、光电化学、光热热和光光解(Plasmoniculization)——进行跨学科分析,以确定可转移的洞见和设计原则。太阳对氢的效率(通常为0.1%至15%)和氢的平化成本(2美元至30美元)。"
Strategic defect engineering in ceria interlayer for high-performing solid oxide electrochemical cells,https://www.sciencedirect.com/science/article/pii/S1369702126000027?dgcid=rss_sd_all,ScienceDirect Publication: Materials Today,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,高性能固体氧化物电化学电池的 细菌间板机的战略缺陷工程,
All-nitride superconducting qubits based on atomic layer deposition,https://www.nature.com/articles/s41563-025-02448-8,Nature Materials,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"The development of large-scale quantum processors benefits from superconducting qubits that can operate at elevated temperatures and be fabricated with scalable, foundry-compatible processes. Atomic layer deposition (ALD) is increasingly being adopted as an industrial standard for thin-film growth, particularly in applications requiring precise control over layer thickness and composition. Here we report superconducting qubits based on NbN/AlN/NbN trilayers deposited entirely by ALD. By varying the number of ALD cycles used to form the AlN barrier, we achieve Josephson tunnelling through barriers of different thicknesses, with critical current density spanning seven orders of magnitude, demonstrating the uniformity and versatility of the process. Owing to the high critical temperature of NbN, transmon qubits based on these all-nitride trilayers exhibit microsecond-scale relaxation times, even at temperatures above 300 mK. These results establish ALD as a viable low-temperature deposition technique for superconducting quantum circuits and position all-nitride ALD qubits as a promising platform for operation at elevated temperatures.",nature_html,0,,基于原子层沉积的全氮超导超导,"大型量子处理器的发展得益于超导量子处理器的发展,超导量子处理器可以在高温下运行,并用可缩放的、与铸造相容的工艺制造。原子层沉积(ALD)正日益被作为薄膜生长的工业标准,特别是在需要精确控制层厚度和成分的应用程序中。我们在这里报告基于完全由ALD沉积的NbN/AlN/NbN三层的超导量子处理器。我们通过改变用于形成AlN屏障的ALD周期的数量,实现了Josephson通过不同厚度的屏障挖洞,目前的临界密度跨越七级,表明了这一过程的统一性和多功能性。由于N的高临界温度,我们实现了约瑟森的隧道。"
Monolithic cell-on-memristor architecture enables wafer-scale integration of oscillatory chemoreceptors for bio-realistic gustatory chips,https://www.nature.com/articles/s41563-025-02436-y,Nature Materials,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"Array fabrication and the wafer-scale integration of artificial oscillatory chemoreceptors are crucial for enabling biomimetic chips with bio-realistic chemoreception in practical bioapplications. However, existing chemoreceptors based on conventional architectures require sophisticated or non-scalable fabrication techniques due to inherent material or structural defects. Here we introduce a monolithic cell-on-memristor (CoM) chemoreceptive architecture featuring a unique oscillation mechanism for self-powered biosensing and in situ spike encoding. Through rational material selection and complementary metal–oxide–semiconductor-compatible fabrication, we realize the demonstration of a wafer-scale 10 × 10 CoM array with a spatial resolution of 51 pixels per inch and a very small pixel size of 150 μm, with potential for further scaling down. Using its bio-plausible ion-modulated voltage oscillations with spatiotemporal probabilistic spiking information, we exploit the CoM-array-based gustatory chip to replicate gustation for accuracy salty taste classification. Our CoM architecture offers a general and scalable approach for implementing chemoreceptive oscillatory systems aimed at human–machine biointegration applications.",nature_html,0,,单立单体细胞在乳房细胞结构能够使血管动脉切乳机受体用于生物现实学悬浮芯片的骨缩缩集集成,"在实际生物应用中,人工螺旋动动脉切乳机构造和电动电动电动构件的晶片结合对于使生物模拟芯片与生物现实感应在生物实际应用中具有生物-现实感应至关重要,然而,基于传统结构的现有切乳机受体由于固有的物质或结构缺陷,需要尖端或非可缩放的制造技术。 我们在这里引入一个单体细胞乳房(CoM)感应结构,其特点是自动生物感应和原位加注编码的独特振动机制。 通过合理物质选择和补充金属-氧化-半导体-兼容制造,我们实现了瓦法10x10COM阵列的演示,其空间分辨率为每英寸51个像素和极小的像素大小 o。"
Fuel poverty risk at the end of life needs urgent attention,https://www.nature.com/articles/s41560-025-01933-3,Nature Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,生命末期的燃料贫困风险需要紧急关注,
Sweet molecular containers,https://www.nature.com/articles/s41557-025-02033-1,Nature Chemistry,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,甜甜分子容器,
Quantum quacks,https://www.nature.com/articles/s41557-025-02028-y,Nature Chemistry,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,量量夸夸声,
Stereoselective total synthesis of skew-tetramantane,https://www.nature.com/articles/s41557-025-02026-0,Nature Chemistry,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"Diamond’s elementary chiral constituent—skew-tetramantane—features extreme rigidity, stability and a precisely defined geometry, epitomizing the parent structure of a σ-helicene. While skew-tetramantane is naturally occurring in trace fractions in fossil fuels, efforts over several decades towards its selective synthesis remained unfruitful. With the recent advances in photocatalysis and transition metal catalysis to tame radical and carbene species, we have now devised a targeted total synthesis of skew-tetramantane by means of a stereoselective adamantalogous cage extension. A first cap attachment was effected by a photocatalytic Giese reaction, while remarkable regio-, diastereo- and enantiocontrol were achieved by an intramolecular C(sp3)−H insertion using Davies’ chiral rhodium catalysts. After a Buchner–Curtius–Schlotterbeck ring expansion and a stereoselective Mukaiyama hydration, the fusion to the adamantine skew-tetramantane structure was completed by an intramolecular C(sp3)−H insertion of a non-stabilized carbenoid. Here we show that this approach provides access to synthetic skew-tetramantane in isomerically pure form with σ-helicity defined by the catalyst, marking a selective pathway to higher diamondoids.",nature_html,0,,Skew-tetramantane的定型选择性全面合成,"钻石的基本手性成分 — — skew-tetramantane — — 特征是极端僵硬、稳定和精确界定的几何特征,代表了-希里坦的母体结构。 虽然-特异曼丹自然地出现在化石燃料的微小部分中,但几十年来为选择性合成而付出的努力仍然不尽如人意。 随着最近光化催化和将金属催化转换成驯服基和碳化物种的进展,我们现在通过立体选择性的选择性高超笼子扩展,设计出一个目标的、完全合成的-特异曼丹。 第一次封顶是用光催化基子反应进行的,而用内分子C(sp3 ) - 插入Davies 的菌来实现显著的重组、干涉和对应控制。"
Two roads to lithium nucleation,https://www.nature.com/articles/s41557-025-02023-3,Nature Chemistry,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,0,,两条通往锂核核的公路,
Taming Zinc Electrodeposition from the Root to Break Zinc Utilization/Capacity Barriers in Practical Zinc Batteries,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D5EE05711F,RSC - Energy Environ. Sci. latest articles,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"Developing practical zinc (Zn) batteries necessitates taming Zn electrodeposition at source to suppress associated unfavorable reactions while enhancing Zn utilization efficiency at commercially relevant areal capacities (≥10 mAh cm-2). This work overcomes key limitations in Zn utilization (99% in half-cells) and areal capacity through fundamental insights into Zn electrochemistry on tailored current collects. Complementary in-situ characterization and simulations reveal that the tailored brass (Cu0.7Zn0.3) establishes a zincophilic interface, homogeneous electric field distribution, and proton-rejecting properties. This synergy promotes uniform Zn diffusion and progressive nucleation, enabling dendrite-free deposition and effective suppression of water-induced side reactions. The Zn|Brass half-cell achieves an ultrahigh areal capacity of 50 mAh cm-2. In a static Zn-Br2 battery, it delivers 20000 stable cycles at 1 mAh cm-2, while exhibits a scalable areal capacity up to 50 mAh cm-2. A 200 mAh Zn-Br2 pouch cell sustains 1000 cycles, with high reversibility extending to 1000 mAh. The pouch cell offers a practical energy density of 61 Wh kg-1, safe operation, and compatibility with renewable energy integration. This work establishes design guidelines of current collectors for Zn anodes, paving the way for the advancement of practical Zn battery technologies.",rsc_html,0,,塔坦锌电解从根到打破锌在实际锌电池中的利用/能力障碍,"开发实用锌(Zn)电池需要从源头驯化Zn电极,以抑制相关的不利反应,同时提高商业相关分区能力的Zn利用效率(10 mAh cm-2),这项工作克服了Zn利用(在半细胞中为99%)方面的关键限制,并通过对Zn电化学系统进行量身定做的电流收集的基本了解,克服了这种能力。"
Cross-system cascades as drivers of the electrification pathway in net-zero transitions,https://www.nature.com/articles/s41893-025-01728-0,Nature Sustainability,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"While negative sustainability effects of cross-system interactions are well studied, positive cross-system cascades are less well understood. This Perspective shows that these cascade dynamics are already important in net-zero electrification transitions and will probably become more important in the coming years due to positive interactions between core innovations (including solar-photovoltaics, wind power, batteries, heat pumps, electric furnaces and green hydrogen), a key resource (net-zero electricity) and various complementary innovations. This Perspective discusses 12 cross-system cascade processes across technology, resource, actor and institutional dimensions. The Perspective also provides actionable policy recommendations for further stimulating positive cross-system cascades and accelerating net-zero transitions.",nature_html,0,,将跨系统级联作为净零向零过渡过程中电气化路径的驱动力,"虽然对跨系统互动的负面可持续性影响进行了充分研究,但对积极的跨系统级联没有很好地理解,这一视角表明,这些级联动态在净零电气化转型中已经很重要,而且由于核心创新(包括太阳-光伏、风力、电池、热泵、电炉和绿色氢)、关键资源(净-零电)和各种互补创新之间的积极互动,这些级联动态在未来几年可能会变得更加重要。这一视角讨论了跨技术、资源、行为体和机构层面的12个跨系统级联流程。《愿景》还为进一步刺激积极的跨系统级联和机制层面提供了可操作的政策建议。"
Blocking multifaceted degradation pathways via fluorinated hydrogen-bond armor for stable perovskite solar cells,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D5EE04336K,RSC - Energy Environ. Sci. latest articles,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"The long-term operational stability of perovskite solar cells (PSCs) is governed by a complex interplay of multiple coupled degradation mechanisms rather than isolated factors. Key processes including organic cation decomposition, halide anion oxidation, and ion migration do not occur independently but synergistically interact, ultimately leading to progressive lattice degradation and irreversible device failure. In this study, we propose a “fluorinated hydrogen-bond armor” strategy to comprehensively safeguard formamidinium cations (FA+) against deprotonation, shield iodide (I−) from oxidation, and suppress ion migration. 6-Fluoro-lH-benzimidazole-2-thiol (F-MBI) forms a stabilized complex with FA+ through hydrogen bonding. The strongly electronegative fluorine substituent induces local electronic redistribution via a hydrogen-bond-mediated electronic bridge, passivating proton-active sites and mitigating FA+ deprotonation. Simultaneously, the thiol (–SH) group in F-MBI acts as a reducing agent, protecting I from oxidative degradation. Moreover, F-MBI homogenizes the vertical concentration distribution of Cs+ and FA+ within the perovskite, eliminating the concentration gradient that drives ion migration. The F-MBI modified PSCs achieved an outstanding power conversion efficiency (PCE) of 26.51% (stabilized PCE of 25.85%) and retained over 90% of their initial efficiency after continuous maximum power point tracking (MPP) for 1950 hours under the ISOS-L-2 protocol. Furthermore, the incorporation of F-MBI into the fabrication of large-area modules (active area = 64.68 cm2) yielded an impressive PCE of 20.99%, highlighting the broad applicability and scalability. Our work lays a solid scientific foundation for the comprehensive enhancement of perovskite device photostability and the accelerated advancement toward commercialization.",rsc_html,0,,"通过氟化氢气箱盔甲堵塞多面降解路径,用于稳定无气太阳能电池","在这项研究中,我们提出了一个“氟化氢气箱”战略,以全面保护红化、防氧化的碘化(I-)防护和抑制离子迁移。 6-氟-氟-氟-苯米多醇-2-硫醇(F-MBI)通过氢结合形成与FA+稳定的复合体。"
Small molecule helical emitters,http://pubs.rsc.org/en/Content/ArticleLanding/2026/CS/D5CS01270H,RSC - Chem. Soc. Rev. latest articles,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"The development of materials exhibiting circularly polarized luminescence (CPL) is a key area of research for next-generation optical technologies, including 3D displays and secure communications. The central goal in this field is to create chiral emitters with a high luminescence dissymmetry (gCPL) factor, a measure of the emission's chirality. While theoretically reaching ±2, practical values in small organic molecules have historically been much lower, on the order of 0.001 or less. This summary outlines the core strategies in molecular design focusing on helical emitters that have recently enabled significant breakthroughs, pushing g values beyond the 0.01 threshold. The magnitude of g factor is determined by the cosine of the angle between the electric (μe) and magnetic (μm) dipole transition moments, as well as their respective magnitudes. Consequently, the most successful research has moved beyond simple screening and has focused on rationally engineering molecules to optimize this relationship. One of the most direct strategies has been to design rigid, helical molecules where high symmetry forces the μe and μm to be parallel. By enforcing D2 and other symmetry in certain helicenes, helical nanographenes and related structures, researchers have minimized the angle between the moments, thus maximizing the cosine term and leading to a significant enhancement in the g factor value. A second, distinct approach targets the magnitude of the μm. In most organic chromophores, μm is inherently small, limiting the potential g factor intensity. To overcome this, researchers have designed for example belt-shaped macrocyclic molecules that function as molecular-scale solenoids. The cyclic arrangement of chromophores induces a large, circulating electric current in the excited state, which in turn generates a powerful μm along the cylinder's axis. A third innovative strategy circumvents the limitation of a small intrinsic μm by leveraging exciton coupling between two and more chromophores. In these systems, two π-conjugated units such as pyrene are held in a fixed, chiral arrangement. Upon photoexcitation, they form an intramolecular excimer, a transient excited-state complex with a well-defined helical geometry. The resulting CPL signal originates from the chiral interaction of the two strong electric transition moments, generating a large rotational strength and a high g factor without relying on the weak magnetic moment of the individual units. The progress in CPL-active materials is a testament to the power of targeted molecular engineering. As seen in the state-of-the-art examples in the review, the field has matured to a point where the fundamental photophysical principles governing CPL are being directly translated into synthetic molecular designs. While current high-performing materials are often complex and synthetically challenging, these proof-of-concept molecules validate the core design strategies.",rsc_html,0,,小分子螺旋发射体,"开发显示循环两极化发光材料(CPL)是下一代光学技术研究的一个关键领域,包括3D显示和安全通信,该领域的中心目标是创造具有高光度不对称性(gCPL)因子(gCPL),这是测量排放体性的一个尺度。虽然在理论上达到 +2, 小型有机分子的实际价值历来要低得多,大约为0.001或更少。本摘要概述了分子设计的核心战略,重点是最近促成重大突破的升温发射物,将G值推到0.01阈值之外。G系数的大小由电(μ)和磁(μ)底醇三角之间的角的正弦决定。"
"The catalytic enantioselective [1,2]-Wittig rearrangement cascade of allylic ethers",https://www.nature.com/articles/s41557-025-02022-4,Nature Chemistry,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"The catalytic enantioselective [1,2]-Wittig rearrangement of allylic ethers constitutes a recognized synthetic challenge as it is traditionally considered to arise from a non-concerted reaction pathway via formation and recombination of radical pairs. Here we show a catalytic enantioselective solution to this challenge, demonstrating that [1,2]-Wittig products are generated via an alternative reaction cascade to traditional dogma. The developed process employs a chiral bifunctional iminophosphorane catalyst to promote an initial enantioselective [2,3]-sigmatropic rearrangement. A subsequent base-promoted, stereoconvergent, fragmentation–recombination process that proceeds with high enantiospecificity and retention of configuration, formally equivalent to a Woodward–Hoffmann forbidden thermal [1,3]-sigmatropic rearrangement, generates [1,2]-Wittig products in up to 97:3 enantiomeric ratio. Supported by extensive quantum chemistry calculations, this chirality transfer process will have broad implications for fundamental stereocontrol in organic transformations.",nature_html,0,,"具有催化作用的对等选择性[1,2] -- -- 维蒂格重新排列合金醚级联","刺激性对应选择性选择[1,2,2]-维蒂克重新排列合苯醚是一个公认的合成挑战,因为传统上人们认为,这是一个公认的合成挑战,因为传统上认为它产生于通过形成和重组基对配方而形成的非封闭反应路径。 在这里,我们展示了一种对这一挑战的催化性对应选择性解决办法,表明[1,2]-维蒂格产品是通过传统教条的替代反应级联产生的。 发达过程使用一种手性双功能性二功能性非氮磷化催化剂来推动初始的对应性选择性[2,3]-光学重新排列。随后的一个基础推广、立体趋同、碎裂性再组合过程,该过程在形式上相当于伍德沃德-霍夫曼(Woodward-Hoffmann)禁止设置。"
